"Data","Abertura","Máxima","Mínima","Fechamento"
"6/30/2020","307,999","311.99","307","310"
"7/1/2020","305","307,998","300","301,889"
"7/2/2020","296","303","295","302"
"7/3/2020","301.5","303.5","300.51","302"
"7/4/2020","299.01","304.5","298.5","303.01"
"7/5/2020","299.01","304.5","298.5","303.01"
"7/6/2020","299.01","304.5","298.5","303.01"
"7/7/2020","303.01","308.5","302.5","308.17"
"7/8/2020","308,261","310","306.5","307.01"
"7/9/2020","308.75","309","304","306.5"
"7/10/2020","309.9","309.9","305.5","306"
"7/11/2020","308","310","306.01","310"
"7/12/2020","308","310","306.01","310"
"7/13/2020","308","310","306.01","310"
"7/14/2020","308.5","313.8","307.7","307.7"
"7/15/2020","306","310.1","304","309"
"7/16/2020","309","309","304.5","304.5"
"7/17/2020","307.5","313","306","313"
"7/18/2020","311.6","311.6","308.01","310"
"7/19/2020","311.6","311.6","308.01","310"
"7/20/2020","311.6","311.6","308.01","310"
"7/21/2020","309,889","309,889","304.01","306"
"7/22/2020","306","306","302.21","305"
"7/23/2020","308,999","313.4","306.5","313.4"
"7/24/2020","314,601","318.2","314","316"
"7/25/2020","317","323","317","318.5"
"7/26/2020","317","323","317","318.5"
"7/27/2020","317","323","317","318.5"
"7/28/2020","321.2","324","318.53","324"
"7/29/2020","320.84","325,499","319.5","324.51"
"7/30/2020","325","325","321.01","322"
"7/31/2020","325","328","325","327.99"
"8/1/2020","329,011","336","328,001","336"
"8/2/2020","329,011","336","328,001","336"
"8/3/2020","329,011","336","328,001","336"
"8/4/2020","336","346","336","342.27"
"8/5/2020","343,001","350","342.5","350"
"8/6/2020","350","354","350","352.9"
"8/7/2020","350","357.5","346","350.5"
"8/8/2020","348.51","356","346","356"
"8/9/2020","348.51","356","346","356"
"8/10/2020","348.51","356","346","356"
"8/11/2020","341,001","344","325.5","332,999"
"8/12/2020","335.6","340.5","330,499","333,999"
"8/13/2020","333.5","336","331,011","334.5"
"8/14/2020","335,001","338.5","334","336.7"
"8/15/2020","341","349.8","340.5","347.1"
"8/16/2020","341","349.8","340.5","347.1"
"8/17/2020","341","349.8","340.5","347.1"
"8/18/2020","347,601","351","347.5","350.5"
"8/19/2020","348.2","348.2","340.3","340.3"
"8/20/2020","348","350","346","348.9"
"8/21/2020","348.89","348.89","343.5","347"
"8/22/2020","344,001","347.45","342.3","347.45"
"8/23/2020","344,001","347.45","342.3","347.45"
"8/24/2020","344,001","347.45","342.3","347.45"
"8/25/2020","344","345","338","340"
"8/26/2020","338","348.85","337.01","348.79"
"8/27/2020","348,851","348,851","343.2","346"
"8/28/2020","344","344","340.02","340.02"
"8/29/2020","342,999","347","341.5","342.5"
"8/30/2020","342,999","347","341.5","342.5"
"8/31/2020","342,999","347","341.5","342.5"
"9/1/2020","347","347.5","336.76","340"
"9/2/2020","335.9","338","330","330"
"9/3/2020","331,999","331,999","323","326"
"9/4/2020","324","331","323","326.5"
"9/5/2020","326.5","330.5","326.5","330.5"
"9/6/2020","326.5","330.5","326.5","330.5"
"9/7/2020","326.5","330.5","326.5","330.5"
"9/8/2020","326.5","330.5","326.5","330.5"
"9/9/2020","328.4","329","327","328.4"
"9/10/2020","329,995","330.7","328","329.03"
"9/11/2020","327.9","330","327","329.21"
"9/12/2020","331","332","327","328"
"9/13/2020","331","332","327","328"
"9/14/2020","331","332","327","328"
"9/15/2020","329.5","330","327.5","330"
"9/16/2020","329","330.5","327","328"
"9/17/2020","326,501","327.5","325.5","326.5"
"9/18/2020","329","337","327.5","336.6"
"9/19/2020","336","336","327","330"
"9/20/2020","336","336","327","330"
"9/21/2020","336","336","327","330"
"9/22/2020","329","336.25","329","333.5"
"9/23/2020","332","333.99","327.21","333.99"
"9/24/2020","332","332.4","327.5","327.5"
"9/25/2020","329,999","332","329","329"
"9/26/2020","330","339","329","339"
"9/27/2020","330","339","329","339"
"9/28/2020","330","339","329","339"
"9/29/2020","338","341","338","340.1"
"9/30/2020","340.12","342","337","337"
"10/1/2020","340","344","339,021","343.45"
"10/2/2020","343","343.8","340","343.8"
"10/3/2020","342.3","342.5","339","339"
"10/4/2020","342.3","342.5","339","339"
"10/5/2020","342.3","342.5","339","339"
"10/6/2020","337.01","340","334.7","336"
"10/7/2020","336","341","333","337.1"
"10/8/2020","338.5","341","336.6","336.9"
"10/9/2020","337.5","341.5","336.53","339"
"10/10/2020","338","338","335.6","335.6"
"10/11/2020","338","338","335.6","335.6"
"10/12/2020","338","338","335.6","335.6"
"10/13/2020","338","338","335.6","335.6"
"10/14/2020","337","339.5","337","339.3"
"10/15/2020","339","341.9","338.6","340.85"
"10/16/2020","340.9","342","339","342"
"10/17/2020","342","342","339","340"
"10/18/2020","342","342","339","340"
"10/19/2020","342","342","339","340"
"10/20/2020","339,499","341","337.9","340"
"10/21/2020","342","344.4","341","343"
"10/22/2020","340.5","340.5","337","339.5"
"10/23/2020","339,501","341","338.01","340.35"
"10/24/2020","341.99","342","340","341.5"
"10/25/2020","341.99","342","340","341.5"
"10/26/2020","341.99","342","340","341.5"
"10/27/2020","339,501","346.49","339,501","345.5"
"10/28/2020","346","347","342","345.9"
"10/29/2020","343.5","345","342","344"
"10/30/2020","345","348","343","345"
"10/31/2020","345.1","353.5","345","353.5"
"11/1/2020","345.1","353.5","345","353.5"
"11/2/2020","345.1","353.5","345","353.5"
"11/3/2020","345.1","353.5","345","353.5"
"11/4/2020","350,001","350,001","341","344.9"
"11/5/2020","341.5","346.5","341","345.5"
"11/6/2020","345","347.5","336.01","336.01"
"11/7/2020","337,001","337,001","315.83","321,163"
"11/8/2020","337,001","337,001","315.83","321,163"
"11/9/2020","337,001","337,001","315.83","321,163"
"11/10/2020","322,001","324.45","322,001","323.7"
"11/11/2020","324,501","332","322","330"
"11/12/2020","322.5","327.9","322.5","327"
"11/13/2020","330","333.1","329","329"
"11/14/2020","324.01","329","324.01","327"
"11/15/2020","324.01","329","324.01","327"
"11/16/2020","324.01","329","324.01","327"
"11/17/2020","327","327","321.5","321.5"
"11/18/2020","318","319","316,002","318.6"
"11/19/2020","318,999","320","313.8","315,799"
"11/20/2020","316.5","322.98","316.5","322"
"11/21/2020","320","320","316","317.58"
"11/22/2020","320","320","316","317.58"
"11/23/2020","320","320","316","317.58"
"11/24/2020","314,548","314,548","308.3","308.5"
"11/25/2020","309.03","309.7","305","305.6"
"11/26/2020","308.5","308.5","305","306.3"
"11/27/2020","306","307.5","300.1","304.8"
"11/28/2020","299,999","306.05","295","302.5"
"11/29/2020","299,999","306.05","295","302.5"
"11/30/2020","299,999","306.05","295","302.5"
"12/1/2020","303,681","306,499","300.51","302,499"
"12/2/2020","302.5","305.5","302.1","304"
"12/3/2020","304,107","304,107","300","302.3"
"12/4/2020","302,001","303.5","299,001","301"
"12/5/2020","302","304.5","297","304.5"
"12/6/2020","302","304.5","297","304.5"
"12/7/2020","302","304.5","297","304.5"
"12/8/2020","304","306","302.2","305.5"
"12/9/2020","304","304","301","303.5"
"12/10/2020","299,001","300","294","295.5"
"12/11/2020","295,521","298.95","295","295"
"12/12/2020","291,305","298.5","291","298.5"
"12/13/2020","291,305","298.5","291","298.5"
"12/14/2020","291,305","298.5","291","298.5"
"12/15/2020","299.8","301.5","299.02","299.55"
"12/16/2020","303","303.45","300","300.01"
"12/17/2020","302,267","306.75","302,267","305.9"
"12/18/2020","306","306,999","304","305"
"12/19/2020","308","310.7","305","305.8"
"12/20/2020","308","310.7","305","305.8"
"12/21/2020","308","310.7","305","305.8"
"12/22/2020","306.5","308.5","306","306,601"
"12/23/2020","305,398","313","305,398","313"
"12/24/2020","308,878","317.5","308,878","316"
"12/25/2020","308,878","317.5","308,878","316"
"12/26/2020","308,878","317.5","308,878","316"
"12/27/2020","308,878","317.5","308,878","316"
"12/28/2020","308,878","317.5","308,878","316"
"12/29/2020","316","316.99","310","316.99"
"12/30/2020","313","316","312","316"
"12/31/2020","318","326.2","318","326"
"1/1/2021","318","326.2","318","326"
"1/2/2021","318","326.2","318","326"
"1/3/2021","318","326.2","318","326"
"1/4/2021","318","326.2","318","326"
"1/5/2021","328.97","335.35","328.97","332"
"1/6/2021","329,999","333","325.11","326.5"
"1/7/2021","329.5","330","326","330"
"1/8/2021","324,999","324,999","319","322"
"1/9/2021","322.92","327","320,001","326.5"
"1/10/2021","322.92","327","320,001","326.5"
"1/11/2021","322.92","327","320,001","326.5"
"1/12/2021","323","323.5","315","315"
"1/13/2021","318","318","313.3","314.5"
"1/14/2021","312,999","312,999","307.5","309"
"1/15/2021","310","312,999","307","309,001"
"1/16/2021","309","313.3","308,001","313.3"
"1/17/2021","309","313.3","308,001","313.3"
"1/18/2021","309","313.3","308,001","313.3"
"1/19/2021","312,495","315,995","309.25","315,995"
"1/20/2021","316","317","312.1","315"
"1/21/2021","314,901","320","312,601","320"
"1/22/2021","319.5","324.5","317.51","322"
"1/23/2021","320,984","322","314.5","315"
"1/24/2021","320,984","322","314.5","315"
"1/25/2021","320,984","322","314.5","315"
"1/26/2021","320,984","322","314.5","315"
"1/27/2021","316,999","318","313.84","318"
"1/28/2021","319.3","321.9","315","316,987"
"1/29/2021","322.07","326.25","322","323.35"
"1/30/2021","324,366","325.4","315","322.8"
"1/31/2021","324,366","325.4","315","322.8"
"2/1/2021","324,366","325.4","315","322.8"
"2/2/2021","314.61","317","314","314"
"2/3/2021","313","317.5","313","314.5"
"2/4/2021","310","312,401","306.5","312.25"
"2/5/2021","312.25","312.25","309","309.5"
"2/6/2021","313,111","316","312","315"
"2/7/2021","313,111","316","312","315"
"2/8/2021","313,111","316","312","315"
"2/9/2021","317.1","319","314.4","314.4"
"2/10/2021","315","320","312.75","313"
"2/11/2021","315,499","315.99","312,501","313"
"2/12/2021","313","316,498","310","310.5"
"2/13/2021","308","309","305","309"
"2/14/2021","308","309","305","309"
"2/15/2021","308","309","305","309"
"2/16/2021","308","309","305","309"
"2/17/2021","308","309","305","309"
"2/18/2021","309","309","305","308"
"2/19/2021","307,998","309","306","308"
"2/20/2021","315","316.5","312.3","313"
"2/21/2021","315","316.5","312.3","313"
"2/22/2021","315","316.5","312.3","313"
"2/23/2021","315","316","311","312"
"2/24/2021","309.01","310.25","307.2","310"
"2/25/2021","311","312","308","309"
"2/26/2021","305","309.5","303,001","307.7"
"2/27/2021","309","310","306.7","307.2"
"2/28/2021","309","310","306.7","307.2"
"3/1/2021","309","310","306.7","307.2"
"3/2/2021","313","314","309.5","310"
"3/3/2021","313","315.5","307.5","307.5"
"3/4/2021","303.3","307.6","303.3","307"
"3/5/2021","308","308","304.95","305.1"
"3/6/2021","308,001","311","306.7","310"
"3/7/2021","308,001","311","306.7","310"
"3/8/2021","308,001","311","306.7","310"
"3/9/2021","314,999","320","314.7","316"
"3/10/2021","316","316","310.1","310.1"
"3/11/2021","307.9","309","305.31","307.5"
"3/12/2021","304","305,502","302.75","305.5"
"3/13/2021","310","312","309,001","310"
"3/14/2021","310","312","309,001","310"
"3/15/2021","310","312","309,001","310"
"3/16/2021","309.01","310","308","310"
"3/17/2021","311,001","311,499","310","311,498"
"3/18/2021","304","307","304","306"
"3/19/2021","305","306","302.5","305"
"3/20/2021","306","306.05","305","305.1"
"3/21/2021","306","306.05","305","305.1"
"3/22/2021","306","306.05","305","305.1"
"3/23/2021","305.99","305.99","303","303,001"
"3/24/2021","303,503","310,499","302","309.7"
"3/25/2021","312,499","314,499","309,001","312"
"3/26/2021","310.75","317.4","310.75","317.4"
"3/27/2021","316,971","316,987","313","313.9"
"3/28/2021","316,971","316,987","313","313.9"
"3/29/2021","316,971","316,987","313","313.9"
"3/30/2021","310","312","308,001","309.5"
"3/31/2021","308.01","309,999","306.02","308"
"4/1/2021","310.01","316","310","316"
"4/2/2021","309","312","309","312"
"4/3/2021","309","312","309","312"
"4/4/2021","309","312","309","312"
"4/5/2021","309","312","309","312"
"4/6/2021","312","313.5","310","312"
"4/7/2021","308,001","315","308,001","315"
"4/8/2021","312,001","313","310.05","311.99"
"4/9/2021","312,501","316","312,501","315.5"
"4/10/2021","312,499","315.21","309,407","314.5"
"4/11/2021","312,499","315.21","309,407","314.5"
"4/12/2021","312,499","315.21","309,407","314.5"
"4/13/2021","314.5","317.5","314","315"
"4/14/2021","315.2","315.2","313.01","313.01"
"4/15/2021","315","316.5","313,001","315.5"
"4/16/2021","320,001","320.5","315","316.8"
"4/17/2021","314,499","314,499","312.5","312.8"
"4/18/2021","314,499","314,499","312.5","312.8"
"4/19/2021","314,499","314,499","312.5","312.8"
"4/20/2021","312.8","314","311","314"
"4/21/2021","312","312,998","310,001","310.9"
"4/22/2021","312","312,998","310,001","310.9"
"4/23/2021","310,005","311,999","310","310.8"
"4/24/2021","308","310","307,601","308,101"
"4/25/2021","308","310","307,601","308,101"
"4/26/2021","308","310","307,601","308,101"
"4/27/2021","308.11","309","307","307.1"
"4/28/2021","303","306","303","305"
"4/29/2021","302,005","304.5","302","304"
"4/30/2021","302.01","305.75","302.01","305.5"
"5/1/2021","307,801","313","307.8","313"
"5/2/2021","307,801","313","307.8","313"
"5/3/2021","307,801","313","307.8","313"
"5/4/2021","310","311","306","308"
"5/5/2021","304,999","305.45","304.1","305"
"5/6/2021","305","306","304.2","305"
"5/7/2021","305","306,999","303,001","306"
"5/8/2021","305,411","306.5","304","306.5"
"5/9/2021","305,411","306.5","304","306.5"
"5/10/2021","305,411","306.5","304","306.5"
"5/11/2021","305.66","306.43","305.5","305.6"
"5/12/2021","305","307,899","305","306"
"5/13/2021","305","310","305","308"
"5/14/2021","310.5","310.5","308","309"
"5/15/2021","313","314","310,001","312.8"
"5/16/2021","313","314","310,001","312.8"
"5/17/2021","313","314","310,001","312.8"
"5/18/2021","315.99","315.99","311.61","312.5"
"5/19/2021","315.5","319.9","313.8","315.5"
"5/20/2021","316","317.5","314.5","315"
"5/21/2021","317.5","320.5","314","320.5"
"5/22/2021","317,507","319.25","317","319"
"5/23/2021","317,507","319.25","317","319"
"5/24/2021","317,507","319.25","317","319"
"5/25/2021","319.9","323.5","319.2","323.5"
"5/26/2021","321","321","320.75","320.75"
"5/27/2021","318","320,072","317","319"
"5/28/2021","316.5","319.4","316.5","319.4"
"5/29/2021","318.5","318.5","315.5","316"
"5/30/2021","318.5","318.5","315.5","316"
"5/31/2021","318.5","318.5","315.5","316"
"6/1/2021","314","315.08","311,052","312,101"
"6/2/2021","313","313","308.5","309.9"
"6/3/2021","307","307","304.5","304,503"
"6/4/2021","307","307","304.5","304,503"
"6/5/2021","304.5","306","304","306"
"6/6/2021","304.5","306","304","306"
"6/7/2021","304.5","306","304","306"
"6/8/2021","304,001","305.5","303,001","305.5"
"6/9/2021","305.5","306","305.4","305.5"
"6/10/2021","304.11","306,999","304","306"
"6/11/2021","306,001","306.5","305","306.5"
"6/12/2021","302.02","303","301","302,002"
"6/13/2021","302.02","303","301","302,002"
"6/14/2021","302.02","303","301","302,002"
"6/15/2021","301,919","303","300","300"
"6/16/2021","300","300","290.7","290.7"
"6/17/2021","288,001","288.5","284","284,001"
"6/18/2021","284,001","287,999","280","285"
"6/19/2021","285,001","288,499","285,001","286,001"
"6/20/2021","285,001","288,499","285,001","286,001"
"6/21/2021","285,001","288,499","285,001","286,001"
"6/22/2021","285","286","280.75","280.75"
"6/23/2021","280","285,499","280","283"
"6/24/2021","281","281","277,001","277,001"
"6/25/2021","281.9","282.5","279,001","280,999"
"6/26/2021","280,002","284","280,002","282.5"
"6/27/2021","280,002","284","280,002","282.5"
"6/28/2021","280,002","284","280,002","282.5"
"6/29/2021","281,498","281,999","278","278.25"
"6/30/2021","281,483","283","281","281"
"7/1/2021","280.97","287,799","280.97","285.5"
"7/2/2021","286,999","290","286","289.5"
"7/3/2021","288,501","290.35","288.18","289.81"
"7/4/2021","288,501","290.35","288.18","289.81"
"7/5/2021","288,501","290.35","288.18","289.81"
"7/6/2021","294","298","292,001","297,739"
"7/7/2021","297,999","302,889","297","300"
"7/8/2021","304.5","304.5","300","300"
"7/9/2021","300","300.99","298,001","298,001"
"7/10/2021","300","300.99","298,001","298,001"
"7/11/2021","300","300.99","298,001","298,001"
"7/12/2021","300","300.99","298,001","298,001"
"7/13/2021","299,999","299,999","298","298"
"7/14/2021","298.5","298.5","294.5","295.45"
"7/15/2021","297,899","299","296.5","298,999"
"7/16/2021","296,449","297","295","296.5"
"7/17/2021","299","303","299","302,001"
"7/18/2021","299","303","299","302,001"
"7/19/2021","299","303","299","302,001"
"7/20/2021","304,999","306.5","299,999","300.5"
"7/21/2021","300","301","298","298"
"7/22/2021","298","300","298","299.9"
"7/23/2021","297,899","299","297","299"
"7/24/2021","298","298","294","296"
"7/25/2021","298","298","294","296"
"7/26/2021","298","298","294","296"
"7/27/2021","297,999","298","296,999","298"
"7/28/2021","296.5","297.23","295","295"
"7/29/2021","296.5","296.5","295","295"
"7/30/2021","296","304","296","304"
"7/31/2021","299","300.41","295","300.41"
"8/1/2021","299","300.41","295","300.41"
"8/2/2021","299","300.41","295","300.41"
"8/3/2021","302","303.4","297","299.1"
"8/4/2021","303.3","303.3","294","301"
"8/5/2021","295","300","294.2","300"
"8/6/2021","296","296","294","296"
"8/7/2021","293","293","288","291"
"8/8/2021","293","293","288","291"
"8/9/2021","293","293","288","291"
"8/10/2021","290.74","291","285","285"
"8/11/2021","287.51","292","287.51","292"
"8/12/2021","291","293.9","290","292"
"8/13/2021","296.8","297","294","296.85"
"8/14/2021","300","300","295","299"
"8/15/2021","300","300","295","299"
"8/16/2021","300","300","295","299"
"8/17/2021","300,022","301.5","298,201","299"
"8/18/2021","301.5","305","297.1","305"
"8/19/2021","310","312","304","309.1"
"8/20/2021","309","309,799","305","305"
"8/21/2021","307,001","309,865","306,971","308"
"8/22/2021","307,001","309,865","306,971","308"
"8/23/2021","307,001","309,865","306,971","308"
"8/24/2021","307,599","307,599","302","302"
"8/25/2021","298,001","300.5","298","299.99"
"8/26/2021","300.89","300.89","298","298.01"
"8/27/2021","298.5","300.45","298.5","299.8"
"8/28/2021","302","302","297","298"
"8/29/2021","302","302","297","298"
"8/30/2021","302","302","297","298"
"8/31/2021","297.1","298.5","296,999","298.5"
"9/1/2021","298.5","299","297","298"
"9/2/2021","298","299","296,501","298"
"9/3/2021","298.5","305","298.5","305"
"9/4/2021","302,999","302,999","299.1","302"
"9/5/2021","302,999","302,999","299.1","302"
"9/6/2021","302,999","302,999","299.1","302"
"9/7/2021","302","305.5","302","305.5"
"9/8/2021","302","305.5","302","305.5"
"9/9/2021","305,399","305,399","299","299"
"9/10/2021","297.44","299,399","297.44","299,399"
"9/11/2021","299,401","299,401","297","298"
"9/12/2021","299,401","299,401","297","298"
"9/13/2021","299,401","299,401","297","298"
"9/14/2021","299.95","303,499","297","303,499"
"9/15/2021","300.07","300.07","297.66","297.66"
"9/16/2021","295","296,999","294","294.5"
"9/17/2021","296","297,999","296","297,999"
"9/18/2021","299,699","300.5","296","299"
"9/19/2021","299,699","300.5","296","299"
"9/20/2021","299,699","300.5","296","299"
"9/21/2021","297.6","300.5","296.55","297.5"
"9/22/2021","298","298","297","297.5"
"9/23/2021","297,499","297,499","292.05","295"
"9/24/2021","296,001","297.5","296,001","297"
"9/25/2021","298","300","298","299"
"9/26/2021","298","300","298","299"
"9/27/2021","298","300","298","299"
"9/28/2021","300","301","299","300"
"9/29/2021","300","300.5","296.1","298.2"
"9/30/2021","300","305","300","304"
"10/1/2021","304","304","300","300.5"
"10/2/2021","301.8","306","301.8","306"
"10/3/2021","301.8","306","301.8","306"
"10/4/2021","301.8","306","301.8","306"
"10/5/2021","304.5","306.5","304.5","306.5"
"10/6/2021","306,001","309","306,001","306.5"
"10/7/2021","308","309","306.5","306.5"
"10/8/2021","310","310.5","307","307.1"
"10/9/2021","307.6","308.5","306","308.5"
"10/10/2021","307.6","308.5","306","308.5"
"10/11/2021","307.6","308.5","306","308.5"
"10/12/2021","310.35","316.5","309.35","314"
"10/13/2021","310.35","316.5","309.35","314"
"10/14/2021","313.5","315.5","313.5","314"
"10/15/2021","308,999","309","306","306"
"10/16/2021","309,201","310","307","308"
"10/17/2021","309,201","310","307","308"
"10/18/2021","309,201","310","307","308"
"10/19/2021","310","314.5","310","312.2"
"10/20/2021","316","318","312.3","316.5"
"10/21/2021","315.1","320","315.1","319.4"
"10/22/2021","322,001","329","316","319.7"
"10/23/2021","320.05","321.1","316","317.7"
"10/24/2021","320.05","321.1","316","317.7"
"10/25/2021","320.05","321.1","316","317.7"
"10/26/2021","314.5","317.9","314.5","316.5"
"10/27/2021","316,558","317.75","314.55","317.75"
"10/28/2021","320","321.86","319","321.86"
"10/29/2021","321","321","318.5","318.5"
"10/30/2021","322","323.03","320","321.8"
"10/31/2021","322","323.03","320","321.8"
"11/1/2021","322","323.03","320","321.8"
"11/2/2021","317,701","317,701","313","315"
"11/3/2021","317,701","317,701","313","315"
"11/4/2021","316,101","319","316.05","318.5"
"11/5/2021","318.45","318.45","315.3","318"
"11/6/2021","320,651","322.5","319.2","320.5"
"11/7/2021","320,651","322.5","319.2","320.5"
"11/8/2021","320,651","322.5","319.2","320.5"
"11/9/2021","318.5","320","316.7","319"
"11/10/2021","317","322.5","317","321.5"
"11/11/2021","321.05","321.05","317.51","318.4"
"11/12/2021","317,105","323.5","317,105","323.5"
"11/13/2021","322,501","323.9","320","322"
"11/14/2021","322,501","323.9","320","322"
"11/15/2021","322,501","323.9","320","322"
"11/16/2021","322,501","323.9","320","322"
"11/17/2021","324.5","327","322","326.1"
"11/18/2021","326,501","328","325.1","327.5"
"11/19/2021","327.51","328.5","324.1","328.5"
"11/20/2021","323,003","323,003","320","320"
"11/21/2021","323,003","323,003","320","320"
"11/22/2021","323,003","323,003","320","320"
"11/23/2021","323,999","323,999","318.2","318.5"
"11/24/2021","318.5","318.5","315.11","316.2"
"11/25/2021","315","315.8","314.5","315"
"11/26/2021","320,001","322,987","315.1","315.51"
"11/27/2021","317,041","319","317,041","318"
"11/28/2021","317,041","319","317,041","318"
"11/29/2021","317,041","319","317,041","318"
"11/30/2021","318.2","320.4","318","320"
"12/1/2021","317.01","320.2","317.01","320.2"
"12/2/2021","317,499","318","314","315.3"
"12/3/2021","315","321","313","320.5"
"12/4/2021","321.1","321.5","319.01","320.3"
"12/5/2021","321.1","321.5","319.01","320.3"
"12/6/2021","321.1","321.5","319.01","320.3"
"12/7/2021","317.2","319.5","317","319.5"
"12/8/2021","315,999","315,999","313.6","314.2"
"12/9/2021","313","318","311.5","318"
"12/10/2021","313,611","317.5","313,611","317"
"12/11/2021","317,511","322.8","317.01","322"
"12/12/2021","317,511","322.8","317.01","322"
"12/13/2021","317,511","322.8","317.01","322"
"12/14/2021","319.95","319.95","319.95","319.95"
"12/15/2021","320.5","321.1","319.8","321.1"
"12/16/2021","322.25","325.2","322.25","324"
"12/17/2021","328","328","325","326,999"
"12/18/2021","325.1","326.5","324.51","325.7"
"12/19/2021","325.1","326.5","324.51","325.7"
"12/20/2021","325.1","326.5","324.51","325.7"
"12/21/2021","327,999","328","325","326"
"12/22/2021","324.7","327,998","324.5","324.5"
"12/23/2021","324","327","324","324.8"
"12/24/2021","322.96","324.5","321.51","323"
"12/25/2021","322.96","324.5","321.51","323"
"12/26/2021","322.96","324.5","321.51","323"
"12/27/2021","322.96","324.5","321.51","323"
"12/28/2021","325","325","322","322"
"12/29/2021","321","325.5","321","324.5"
"12/30/2021","324.5","330","324.5","330"
"12/31/2021","326,996","326,996","323","324"
"1/1/2022","326,996","326,996","323","324"
"1/2/2022","326,996","326,996","323","324"
"1/3/2022","326,996","326,996","323","324"
"1/4/2022","325","327","324.06","326.8"
"1/5/2022","326,101","328.5","326,101","328.5"
"1/6/2022","322.6","325.5","321.5","321.5"
"1/7/2022","322,999","323","322,999","323"
"1/8/2022","323","324","323","323.8"
"1/9/2022","323","324","323","323.8"
"1/10/2022","323","324","323","323.8"
"1/11/2022","325","325","321.5","321.5"
"1/12/2022","319,813","322","319,813","320.2"
"1/13/2022","319.6","321","318.5","321"
"1/14/2022","320,491","320,491","316","317.1"
"1/15/2022","317.09","318.6","317.09","318.4"
"1/16/2022","317.09","318.6","317.09","318.4"
"1/17/2022","317.09","318.6","317.09","318.4"
"1/18/2022","318.2","320","316.01","320"
"1/19/2022","315.1","315.3","315","315"
"1/20/2022","315.1","315.3","315","315"
"1/21/2022","318","318","315","317"
"1/22/2022","318","322","317","321"
"1/23/2022","318","322","317","321"
"1/24/2022","318","322","317","321"
"1/25/2022","321","322","319","319"
"1/26/2022","318","318.95","314","317.28"
"1/27/2022","312,001","312.5","306.52","311"
"1/28/2022","310,489","310.49","304,001","306"
"1/29/2022","305.11","305.11","301","302.5"
"1/30/2022","305.11","305.11","301","302.5"
"1/31/2022","305.11","305.11","301","302.5"
"2/1/2022","310","312.8","302","302,002"
"2/2/2022","302,041","304.98","302","304.98"
"2/3/2022","302.31","302.4","302.3","302.4"
"2/4/2022","304.1","308","303","304.5"
"2/5/2022","302.6","306.99","300.06","300.06"
"2/6/2022","302.6","306.99","300.06","300.06"
"2/7/2022","302.6","306.99","300.06","300.06"
"2/8/2022","304","306","303","306"
"2/9/2022","305.5","306","303.71","304"
"2/10/2022","302","304.9","301","304.47"
"2/11/2022","302.2","312","302","311.5"
"2/12/2022","309","312.13","308.9","312"
"2/13/2022","309","312.13","308.9","312"
"2/14/2022","309","312.13","308.9","312"
"2/15/2022","304.1","308","304.1","308"
"2/16/2022","305,801","306.5","303.33","304"
"2/17/2022","306,001","325","306,001","325"
"2/18/2022","312","312","308","310"
"2/19/2022","307","318","302.79","317"
"2/20/2022","307","318","302.79","317"
"2/21/2022","307","318","302.79","317"
"2/22/2022","308","309.5","305","305"
"2/23/2022","303.01","305.25","303","305.25"
"2/24/2022","319","323","312","317.5"
"2/25/2022","317.5","317.5","307,012","307,012"
"2/26/2022","312,501","316","311.01","315.01"
"2/27/2022","312,501","316","311.01","315.01"
"2/28/2022","312,501","316","311.01","315.01"
"3/1/2022","312,501","316","311.01","315.01"
"3/2/2022","312,501","316","311.01","315.01"
